SE,TC,Measurement,Measure,Min,Max,Average,StandardDeviation,PopulationVariance,Variance,Median,TrimmedMean (20%),WinshorizedMean (20%),GeometricMean,MAD,MADN,AverageConsumption,MeadianConsumption,AverageConsumption without baseline,MeadianConsumption without baseline
client,-product5reallyclose,0,Time (s),1583.0,344741.0,343.158,87084.0,259201.0,99293.625,9.844125585339E9,9.859223937464E9,173132.0,173143.266,173413.5,129641.047,85805.0,127212.75,653.0,343.158,0.0,343.158,173132.0,343.158,173132.0
client,-product5reallyclose,0,HDD,0.42,4.2,0.96,0.42,1.27,0.52,0.27,0.27,0.92,0.89,1.01,0.84,0.35,0.52,107844.0,329.43,315.71,0.01,-0.03,3.43,-5193.96
client,-product5reallyclose,0,GraphicsCard,11.74,30.36,19.26,18.05,20.34,1.8,3.25,3.25,19.18,19.21,19.3,19.17,1.15,1.7,107844.0,6609.22,6581.77,-0.05,-0.13,-17.16,-22507.16
client,-product5reallyclose,0,Processor,1.78,193.91,37.98,26.17,44.02,25.34,642.25,642.26,37.47,34.71,33.31,29.88,7.74,11.48,107844.0,13033.14,12858.13,29.85,29.34,10243.27,5079692.88
client,-product5reallyclose,0,Monitor,6415.62,6420.03,6418.07,6417.36,6418.85,1.0,1.0,1.0,6418.15,6418.11,6417.95,6418.07,0.74,1.1,653.0,2202412.07,2202439.52,21.27,21.35,7298.97,3696368.2
client,-product5reallyclose,0,DUT,101.57,190.26,144.21,134.29,153.82,14.15,199.78,200.09,145.13,144.28,143.87,143.5,9.71,14.39,653.0,49486.82,49802.52,65.84,66.76,22593.52,1.155829232E7
client,-product5reallyclose,1,Time (s),1582.0,346294.0,344.712,87483.25,260378.5,99737.859,9.932476450508E9,9.947640536692E9,173939.5,173936.006,174194.0,130233.156,86312.0,127964.418,656.0,344.712,0.0,344.712,173939.5,344.712,173939.5
client,-product5reallyclose,1,HDD,0.42,5.39,0.98,0.42,1.27,0.54,0.3,0.3,0.92,0.91,1.09,0.85,0.35,0.52,108325.0,337.82,317.14,0.03,-0.03,10.34,-5218.18
client,-product5reallyclose,1,GraphicsCard,10.94,30.59,19.3,18.07,20.44,1.82,3.3,3.3,19.21,19.25,19.33,19.22,1.16,1.72,108325.0,6652.94,6621.92,-0.01,-0.1,-3.45,-17393.95
client,-product5reallyclose,1,Processor,1.78,189.75,38.28,27.36,44.02,25.41,645.77,645.77,38.07,35.0,33.31,30.18,7.73,11.46,108325.0,13195.58,13123.19,30.15,29.94,10393.07,5207748.63
