SE,TC,Measurement,Measure,Min,Max,Average,StandardDeviation,PopulationVariance,Variance,Median,TrimmedMean (20%),WinshorizedMean (20%),GeometricMean,MAD,MADN,AverageConsumption,MeadianConsumption,AverageConsumption without baseline,MeadianConsumption without baseline
client,-product5medium,0,Time (s),1583.0,7891.0,6.308,2898.0,6577.5,2047.128,3868368.154,4190732.167,4738.0,4738.182,5000.0,4269.598,1577.0,2338.028,13.0,6.308,0.0,6.308,4738.0,6.308,4738.0
client,-product5medium,0,HDD,0.42,3.8,0.98,0.42,1.27,0.53,0.28,0.28,0.92,0.91,1.09,0.85,0.35,0.52,2326.0,6.18,5.8,0.02,-0.04,0.13,-189.52
client,-product5medium,0,GraphicsCard,13.76,29.31,19.12,17.94,20.2,1.79,3.19,3.19,19.08,19.07,19.11,19.04,1.13,1.68,2326.0,120.61,120.36,-0.2,-0.24,-1.26,-1137.12
client,-product5medium,0,Processor,2.97,164.17,25.32,7.73,41.04,20.89,436.01,436.2,11.9,22.82,28.25,17.42,7.14,10.59,2326.0,159.72,75.07,17.6,4.18,111.02,19804.84
client,-product5medium,0,Monitor,6415.23,6416.58,6415.72,6415.41,6415.95,0.37,0.13,0.14,6415.67,6415.69,6415.94,6415.72,0.26,0.39,13.0,40470.36,40470.05,28.85,28.8,181.99,136454.4
client,-product5medium,0,DUT,76.26,170.28,113.94,85.65,142.68,31.4,910.11,985.96,102.18,112.25,125.61,110.05,22.62,33.53,13.0,718.73,644.55,37.87,26.11,238.88,123709.18
client,-product5medium,1,Time (s),1585.0,7895.0,6.31,2898.5,6580.0,2048.069,3871927.053,4194587.641,4738.0,4739.0,5002.5,4270.695,1579.0,2340.993,13.0,6.31,0.0,6.31,4738.0,6.31,4738.0
client,-product5medium,1,HDD,0.42,3.3,0.98,0.42,1.27,0.53,0.28,0.28,0.92,0.91,1.09,0.85,0.35,0.52,2330.0,6.18,5.81,0.02,-0.04,0.13,-189.52
client,-product5medium,1,GraphicsCard,13.42,27.62,19.14,17.96,20.2,1.75,3.05,3.05,19.08,19.1,19.2,19.06,1.12,1.66,2330.0,120.77,120.39,-0.18,-0.24,-1.14,-1137.12
client,-product5medium,1,Processor,2.97,170.12,25.38,7.73,40.45,20.76,430.64,430.83,15.77,22.93,27.96,17.72,10.41,15.43,2330.0,160.15,99.51,17.66,8.05,111.43,38140.9
client,-product5medium,1,Monitor,6414.99,6416.21,6415.8,6415.55,6416.13,0.36,0.12,0.13,6415.84,6415.84,6415.82,6415.8,0.29,0.43,13.0,40483.7,40483.95,28.93,28.97,182.55,137259.86
client,-product5medium,1,DUT,75.09,160.19,113.82,83.34,136.45,29.01,776.72,841.45,113.34,113.12,119.86,110.36,26.22,38.88,13.0,718.2,715.18,37.75,37.27,238.2,176585.26
client,-product5medium,2,Time (s),1585.0,7896.0,6.311,2900.5,6581.0,2047.962,3871522.379,4194149.244,4741.0,4741.0,5003.5,4272.519,1577.0,2338.028,13.0,6.311,0.0,6.311,4741.0,6.311,4741.0
client,-product5medium,2,HDD,0.42,3.3,0.96,0.42,1.27,0.52,0.27,0.27,0.92,0.89,1.02,0.83,0.35,0.52,2331.0,6.06,5.81,0.0,-0.04,0.0,-189.64
client,-product5medium,2,GraphicsCard,13.4,27.4,19.34,18.18,20.44,1.77,3.14,3.15,19.31,19.29,19.38,19.26,1.13,1.68,2331.0,122.05,121.87,0.02,-0.01,0.13,-47.41
client,-product5medium,2,Processor,2.38,178.45,25.35,7.73,40.45,20.92,437.4,437.59,11.3,22.82,28.55,17.53,6.54,9.7,2331.0,159.98,71.31,17.63,3.58,111.26,16972.78
client,-product5medium,2,Monitor,6414.99,6479.59,6440.29,6417.6,6454.4,21.19,414.38,448.91,6440.89,6439.02,6447.56,6440.26,14.11,20.93,13.0,40644.67,40648.46,53.42,54.02,337.13,256108.82
client,-product5medium,2,DUT,86.73,190.91,120.16,91.55,146.99,32.84,995.57,1078.53,118.67,116.77,139.37,116.34,23.7,35.14,13.0,758.33,748.93,44.09,42.6,278.25,201966.6
client,-product5medium,3,Time (s),1582.0,7891.0,6.309,2896.5,6576.5,2047.513,3869823.633,4192308.936,4737.0,4736.455,4999.0,4267.782,1578.0,2339.511,13.0,6.309,0.0,6.309,4737.0,6.309,4737.0
client,-product5medium,3,HDD,0.42,3.89,0.97,0.42,1.27,0.52,0.27,0.27,0.92,0.91,1.02,0.85,0.35,0.52,2330.0,6.12,5.8,0.01,-0.04,0.06,-189.48
client,-product5medium,3,GraphicsCard,12.88,27.62,19.15,17.96,20.22,1.79,3.21,3.21,19.05,19.1,19.14,19.06,1.1,1.63,2330.0,120.82,120.19,-0.17,-0.27,-1.07,-1278.99
client,-product5medium,3,Processor,2.97,165.36,25.03,7.73,40.45,20.36,414.34,414.51,11.9,22.7,27.66,17.43,7.14,10.59,2330.0,157.91,75.08,17.31,4.18,109.21,19800.66
client,-product5medium,3,Monitor,6418.85,6420.8,6419.96,6419.19,6420.49,0.67,0.41,0.44,6420.2,6419.98,6419.89,6419.96,0.32,0.47,13.0,40503.53,40505.04,33.09,33.33,208.76,157884.21
client,-product5medium,3,DUT,70.97,164.65,114.6,88.05,137.88,30.42,854.1,925.28,100.3,114.01,123.12,110.84,29.33,43.48,13.0,723.01,632.79,38.53,24.23,243.09,114777.51
client,-product5medium,4,Time (s),1582.0,7891.0,6.309,2896.0,6576.5,2047.641,3870308.746,4192834.474,4736.0,4736.091,4999.0,4267.432,1578.0,2339.511,13.0,6.309,0.0,6.309,4736.0,6.309,4736.0
